status,reported,description,type,address,occurred
CLOSED,2019-03-28 15:32:00+00:00,"Officers dispatched to a report of an unwanted guest in the building. Officers arrived, located the individual, and sent  
them on their way.",UNWANTED GUEST,SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,"3/28/19
3:32 PM"
CLOSED,2019-03-28 18:20:00+00:00,Officer took a walk-in report of annoying telephone calls.,"ANNOYING
CALLS/TEXTS/EMAILS",HARVARD UNIVERSITY POLICE DEPA 1033-6 MASSACHUSETTS AVE CAMBRIDGE,"3/27/19 - 12:00 PM
3/28/19 - 6:30 PM"
OPEN,2019-03-28 18:28:00+00:00,Officer dispatched to take a report of threats.,THREAT(S),1 WESTERN AVENUE 1 WESTERN AVE ALLSTON,"3/15/19 - 8:14 PM
3/28/19 - 4:11 PM"
CLOSED,2019-03-28 21:44:00+00:00,"Officer dispatched to a report of an individual sleeping in the reading room after being previously advised to remain     
awake. Officer arrived and reported that the individual had just fallen asleep while reading a novel and was allowed to   
remain in the building.",UNWANTED GUEST,LAMONT LIBRARY 11 QUINCY ST CAMBRIDGE,"3/28/19
9:44 PM"
CLOSED,2019-03-28 22:56:00+00:00,"Officer dispatched to a report of loud music and yelling from the building. Officers arrived and advised occupants to keep
the noise level down.",LOUD PARTY                            ,16 SHALER LN CAMBRIDGE,"3/28/19
10:56 PM"
CLOSED,2019-03-28 23:36:00+00:00,"Officers dispatched to a report of loud music coming from the building. Officers arrived and reported that the occupants  
of apartment 1011 were dispersing upon their arrival.",LOUD PARTY,PEABODY TERRACE 10 900 MEMORIAL DR CAMBRIDGE,"3/28/19
11:36 PM"
CLOSED,2019-03-29 00:33:00+00:00,Officers dispatched to a report of a noise complaint. Officers arrived and advised occupants to keep the noise level down.,NOISE COMPLAINT,SHALER LANE 16 16 SHALER LN CAMBRIDGE,"3/29/19
0:33 AM"
CLOSED,2019-03-29 01:25:00+00:00,"Officers dispatched to a report of an unwanted guest sleeping in front of the building. Officers arrived and reported that
the individual was not on the property and was allowed to remain in the area.",UNWANTED GUEST,TAUBMAN CENTER 15 ELIOT ST CAMBRIDGE,"3/29/19
1:25 AM"
CLOSED,2019-03-29 02:11:00+00:00,"Officer dispatched to a report of an unwanted guest near the entrance of the building. Officer arrived, located the       
individual, and sent them on their way.",UNWANTED GUEST,TAUBMAN CENTER 15 ELIOT ST CAMBRIDGE,"3/29/19
2:11 AM"
CLOSED,2019-03-29 02:22:00+00:00,"Officers dispatched to a report of an unknown individual repeatedly ringing the buzzer to the building. Officers arrived  
and reported individual gone on arrival.",SUSPICIOUS ACTIVITY,5 COWPERTHWAITE STREET 5 COWPERTHWAITE ST CAMBRIDGE,"3/29/19
2:22 AM"
CLOSED,2019-03-29 07:37:00+00:00,"Officers dispatched to a report of an unwanted guest in the building. Officers arrived, located the individual, and       
conducted a field interview. The individual was then issued a verbal trespass warning for all Harvard University property 
and sent on their way.",TRESPASS WARNING,CASPERSEN STUDENT CENTER 1585 MASSACHUSETTS AVE CAMBRIDGE,"3/29/19
7:30 AM - 8:45 AM"
OPEN,2019-03-29 08:29:00+00:00,"Officer dispatched to take a report of a stolen black leather bi-fold wallet valued at $50.00, an HUID card, a license,   
and credit/debit cards.",THEFT REPORT,HEMENWAY GYMNASIUM H 1515 MASSACHUSETTS AVE CAMBRIDGE,"3/29/19
8:20 AM - 8:21 AM"
OPEN,2019-03-29 10:04:00+00:00,"Officer dispatched to take a report of a stolen license, $70.00 in U.S. currency, a health insurance card, and            
credit/debit cards.",THEFT REPORT,LITTAUER CENTER 1805 CAMBRIDGE ST CAMBRIDGE,"3/28/19
9:30 AM - 5:38 PM"
CLOSED,2019-03-29 10:46:00+00:00,"Officer dispatched to a report of an individual filming in the area. Officer arrived and reported individual had          
permission to be filming.",SUSPICIOUS ACTIVITY,JOHN HARVARD STATUE 1 HARVARD YARD CAMBRIDGE,"3/29/19
10:46 AM"
OPEN,2019-03-29 11:42:00+00:00,"Officer dispatched to take a report of a stolen red and gold Kim Rogers purse valued at $20.00, an HUID card, $50.00 in   
U.S. currency, a health insurance card, credit/debit cards, and gift cards.",THEFT REPORT,ADOLPHUS BUSCH HALL 27 KIRKLAND ST CAMBRIDGE,"3/28/19
5:35 PM - 5:45 PM"
CLOSED,2019-03-29 11:47:00+00:00,"Officers dispatched to a report of an individual requesting permission from pedestrians to ride their bicycle and use     
their headphones. Officers arrived and reported individual gone on arrival.",SUSPICIOUS ACTIVITY,WIDENER LIBRARY 31 HARVARD YARD CAMBRIDGE,"3/29/19
11:47 AM"
CLOSED,2019-03-29 13:04:00+00:00,"Officers dispatched to a report of an individual who may not have authorization to be in the building. Officers arrived   
and reported individual gone on arrival.",SUSPICIOUS ACTIVITY,WASSERSTEIN HALL 1585 MASSACHUSETTS AVE CAMBRIDGE,"3/29/19
1:00 PM - 1:15 PM"
CLOSED,2019-03-29 17:27:00+00:00,"Officers dispatched to a report of an unwanted guest in the building. Officers arrived, located the individual, and       
conducted a field interview. The individual was then issued a verbal trespass warning for all Harvard University property 
and sent on their way.",TRESPASS WARNING,HARKNESS COMMONS 14 EVERETT ST CAMBRIDGE,"3/29/19
5:25 PM - 6:30 PM"
CLOSED,2019-03-29 22:31:00+00:00,Officer dispatched to a report of a disturbance in the area. Officer arrived and reported individual gone on arrival.,ASSIST CAMBRIDGE POLICE,HOLDEN GREEN 113 113 HOLDEN ST CAMBRIDGE,"3/29/19
10:31 PM"
CLOSED,2019-03-30 00:54:00+00:00,"Officers dispatched to a report of individuals yelling and making loud noises in the area. Officers arrived and reported  
individuals gone on arrival.",NOISE COMPLAINT,LOWELL HOUSE 20 PRESCOTT ST CAMBRIDGE,"3/30/19
0:54 AM"
OPEN,2019-03-30 13:47:00+00:00,Officer took a walk-in report of a stolen package containing a Huion Tablet valued at $69.26.,THEFT REPORT,PEABODY TERRACE 24 900 MEMORIAL DR CAMBRIDGE,"3/23/19 - 10:55 AM
3/24/19 - 12:00 PM"
CLOSED,2019-03-30 14:03:00+00:00,Officer dispatched to take a report of harassment.,HARASSMENT,CHAO CENTER 49 HARVARD WAY ALLSTON,"3/29/19 - 12:00 PM
3/30/19 - 2:05 PM"
CLOSED,2019-03-30 16:08:00+00:00,"Officer dispatched to take a report of stolen identification cards, credit/debit cards, and an HUID.                      
                                                                                                                          
Update 4/10/19: This case is closed pending any further investigation.",THEFT REPORT,SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,"3/30/19
3:30 PM - 4:00 PM"
CLOSED,2019-03-30 20:36:00+00:00,"Officers dispatched to a report of an unwanted guest laying down in front of the building. Officers arrived, located the  
individual, and sent them on their way.",UNWANTED GUEST,SEELY MUDD BUILDING 250 LONGWOOD AVE BOSTON,"3/30/19
8:36 PM"
CLOSED,2019-03-30 23:44:00+00:00,"Officers dispatched to a report of a loud party. Officers arrived and advised occupants of room 301 to keep the noise     
level down.",LOUD PARTY,WINTHROP HOUSE K - GORE HALL 32 MILL ST CAMBRIDGE,"3/30/19
11:44 PM"
CLOSED,2019-03-31 11:21:00+00:00,Officer dispatched to a report of Styrofoam mats that had blown away due to the wind and caused damage to a motor vehicle.,PROPERTY DAMAGE,SCIENCE COMPLEX 150 WESTERN AVE ALLSTON,"3/31/19
11:23 AM - 12:24 PM"
CLOSED,2019-04-01 00:05:00+00:00,"Officer dispatched to a report of a pedestrian struck by a motor vehicle. Officer arrived and reported individual was     
transported to a medical facility by Pro Ambulance.",ASSIST CAMBRIDGE POLICE ,BOW ST / MASSACHUSETTS AVE CAMBRIDGE,"4/1/19
0:05 AM - 0:50 AM"
CLOSED,2019-04-01 01:23:00+00:00,"Officers dispatched to a report of an individual who may not have authorization to be in the building. Officers arrived   
and reported individual gone on arrival.",SUSPICIOUS ACTIVITY,HOLLIS HALL SOUTH 13 HARVARD YARD CAMBRIDGE,"4/1/19
1:23 AM"
CLOSED,2019-04-01 07:26:00+00:00,Officer dispatched to take a report of threats.,ASSIST BOSTON POLICE,180 LONGWOOD AVE 180 LONGWOOD AVE BOSTON,"4/1/19
7:30 AM - 8:00 AM"
CLOSED,2019-04-01 08:03:00+00:00,"Officers dispatched to a report of an unwanted guest. Officers arrived, located the individual, and sent them on their    
way.",UNWANTED GUEST,8 STORY ST 8 STORY ST CAMBRIDGE,"4/1/19
8:03 AM"
OPEN,2019-04-01 09:09:00+00:00,Officer dispatched to take a report of harassment.,HARASSMENT,HARVARD ALUMNI ASSOCIATION 124 MT AUBURN ST CAMBRIDGE,"2/27/19 - 12:00 PM
3/31/19 - 12:00 PM"
OPEN,2019-04-01 10:51:00+00:00,Officer dispatched to take a report of a shattered rear window to a motor vehicle.,VANDALISM,TEELE HALL LOT 230 WESTERN AVE ALLSTON,"3/29/19
9:00 AM - 5:00 PM"
CLOSED,2019-04-02 02:41:00+00:00,"Officers dispatched to a report of a loud party. Officers arrived and reported occupants of apartment 221 had dispersed   
and the area was quiet.",LOUD PARTY,SOLDIERS FIELD PARK 06 111 WESTERN AVE ALLSTON,"4/2/19
2:41 AM"
CLOSED,2019-04-02 07:55:00+00:00,"Officers dispatched to a report of an unwanted guest sleeping in the alleyway near the building. Officers arrived, located
the individual, and sent them on their way.",UNWANTED GUEST,8 STORY ST 8 STORY ST CAMBRIDGE,"4/2/19
7:55 AM"
OPEN,2019-04-02 10:33:00+00:00,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,MOTOR VEHICLE ACCIDENT,BUSINESS SCHOOL LOT 112 WESTERN AVE ALLSTON,"4/1/19
8:15 AM - 5:00 PM"
CLOSED,2019-04-02 14:11:00+00:00,Officer dispatched to take a report of an assault.,ASSAULT REPORT,WASSERSTEIN LOADING DOCK 10 EVERETT ST CAMBRIDGE,"4/2/19
8:45 AM - 9:30 AM"
CLOSED,2019-04-02 14:21:00+00:00,"Officers dispatched to a report of an individual causing a disturbance. Officers arrived and reported individual gone on  
arrival.",DISTURBANCE,GUND HALL 48 QUINCY ST CAMBRIDGE,"4/2/19
1:20 PM - 3:00 PM"
CLOSED,2019-04-02 15:01:00+00:00,Officer dispatched to take a report of several stolen packages containing clothing and toiletries valued at $138.00.,THEFT REPORT,PEABODY TERRACE 31 900 MEMORIAL DR CAMBRIDGE,"4/1/19
3:24 PM - 10:00 PM"
CLOSED,2019-04-02 19:17:00+00:00,"Officer dispatched to a report of an individual banging on the front door of an apartment. Officer arrived and advised the
individual to cease banging on the door.",NOISE COMPLAINT,5 COWPERTHWAITE STREET 5 COWPERTHWAITE ST CAMBRIDGE,"4/2/19
7:17 PM - 7:27 PM"
CLOSED,2019-04-02 19:36:00+00:00,Officer while on patrol took a report of vandalism done to a sign outside of the building.,VANDALISM,HARVARD UNIVERSITY HEALTH SERV 75 MT AUBURN ST CAMBRIDGE,"4/2/19
6:00 PM"
OPEN,2019-04-02 20:32:00+00:00,"Officer dispatched to take a report of a stolen Breezer Villager bicycle valued at $1,000.00 and a cable lock valued at   
$30.00.",THEFT REPORT,MALKIN ATHLETIC CENTER 39 HOLYOKE ST CAMBRIDGE,"4/2/19
7:25 PM - 8:30 PM"
CLOSED,2019-04-02 21:21:00+00:00,"Officer dispatched to a report of an individual causing a disturbance during an event. Officer arrived and reported that  
they stood-by until the end of the event which concluded without further incident.",DISTURBANCE,CENTER FOR GOVT AND INTER STUD 1730 CAMBRIDGE ST CAMBRIDGE,"4/2/19
9:21 PM"
CLOSED,2019-04-03 09:41:00+00:00,"Officer while on patrol was approached on a report that an unwanted guest was sleeping in the building. Officer approached
the individual and conducted a field interview. The individual was run for wants/warrants with negative results. The      
individual was then issued a verbal trespass warning for all Harvard University property and sent on their way.",TRESPASS WARNING,SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,"4/3/19
9:41 AM - 10:40 AM"
CLOSED,2019-04-03 11:04:00+00:00,Officer dispatched to take a report of an attempted theft in the building.,THEFT REPORT,CARPENTER CENTER 24 QUINCY ST CAMBRIDGE,"3/27/19
7:00 PM - 8:00 PM"
CLOSED,2019-04-03 12:27:00+00:00,Officer dispatched to monitor a demonstration that went without incident.,DEMONSTRATION,SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,"4/2/19
10:00 AM - 10:40 AM"
CLOSED,2019-04-03 12:56:00+00:00,"Officer dispatched to take a report of an individual who may not having authorization to be in the building using an      
emergency landline telephone.",SUSPICIOUS ACTIVITY,LITTAUER CENTER 1805 CAMBRIDGE ST CAMBRIDGE,"4/3/19
12:51 PM - 1:00 PM"
CLOSED,2019-04-03 14:10:00+00:00,Officer dispatched to take a report of tagging/graffiti done to the side of the building.,VANDALISM,176 LINCOLN ST 176 LINCOLN ST ALLSTON,"4/3/19
2:20 PM - 2:50 PM"
CLOSED,2019-04-03 15:09:00+00:00,"Officers dispatched to a report of an individual with an active trespass warning in the building. Officers arrived,       
informed the individual of the proper methods to request that the trespass warning be rescinded, and sent them on their   
way.",TRESPASS WARNING,WIDENER LIBRARY 31 HARVARD YARD CAMBRIDGE,"4/3/19
3:08 PM - 3:30 PM"
OPEN,2019-04-03 15:44:00+00:00,Officer took a walk-in report of harassment.,HARASSMENT,HARVARD UNIVERSITY POLICE DEPA 1033-6 MASSACHUSETTS AVE CAMBRIDGE,"5/30/17 - 12:00 PM
4/1/19 - 12:00 PM"
CLOSED,2019-04-03 17:21:00+00:00,"Officers dispatched to a report of an individual who had previously caused a disturbance in the building. Officers arrived
and reported individual gone on arrival.",SUSPICIOUS ACTIVITY,GUND HALL 48 QUINCY ST CAMBRIDGE,"4/3/19
5:21 PM"
CLOSED,2019-04-03 19:23:00+00:00,Officer dispatched to take a report of a past suspicious incident.,SUSPICIOUS ACTIVITY,WINTHROP HOUSE DINING HALL 32 MILL ST CAMBRIDGE,"4/3/19
6:15 PM - 6:30 PM"
CLOSED,2019-04-03 20:11:00+00:00,"Officer dispatched to a report of the smell of cigarette smoke in the building. Officer arrived and reported no smell of  
cigarette smoke. Officer advised the reporting party to continue to pursue the issue with the building manager.",SUSPICIOUS ODOR/SMOKE,5 COWPERTHWAITE STREET 5 COWPERTHWAITE ST CAMBRIDGE,"4/3/19
7:45 PM - 8:30 PM"
CLOSED,2019-04-03 20:38:00+00:00,"Officer dispatched to take a report of several stolen packages containing baby items and household goods valued at        
$167.00.",THEFT REPORT,BOTANIC GARDENS B 12 FERNALD DR CAMBRIDGE,"3/15/19 - 3:00 PM
3/18/19 - 6:00 PM"
CLOSED,2019-04-04 11:10:00+00:00,"Officers dispatched to a report of an individual engaging in suspicious activity in the building. Officers arrived and    
reported individual gone on arrival.",SUSPICIOUS ACTIVITY,SPANGLER CENTER 117 WESTERN AVE ALLSTON,"4/4/19
11:00 AM - 11:30 AM"
CLOSED,2019-04-04 16:52:00+00:00,"Officer dispatched to a report of smoldering mulch in the courtyard. Officer arrived and reported mulch was hosed down by 
BFD.",FIRE,SPANGLER CENTER 117 WESTERN AVE ALLSTON,"4/4/19
4:52 PM"
CLOSED,2019-04-04 17:15:00+00:00,"Officer while on patrol stopped an oversized truck from traveling on Storrow Drive due to the low bridges. Officer        
reported that State Police was on scene and that the truck was rerouted successfully.",ASSIST STATE POLICE           ,STORROW DRIVE / NORTH HARVARD ST,"4/4/19
5:15 PM"
CLOSED,2019-04-04 18:12:00+00:00,"Officers dispatched to a report of a disturbance at an event in the building. Officers arrived and reported that several  
individuals had come on stage, held up signs, and began chanting loudly interrupting the presenters.  Officers reported   
that the event was eventually moved to an alternative location where it concluded without incident and that the           
individuals left the building shortly thereafter.",DISTURBANCE,LITTAUER HKS 79 JFK ST CAMBRIDGE,"4/4/19
6:00 PM - 6:45 PM"
CLOSED,2019-04-04 23:16:00+00:00,"Officers dispatched to a report of a noise complaint in the common room. Officers arrived and reported common room was    
quiet.",NOISE COMPLAINT                 ,10 AKRON ST,"4/4/19
11:16 PM"
CLOSED,2019-04-05 11:50:00+00:00,Officer sent an individual a trespass letter for all Harvard University property.,TRESPASS LETTER,ROSOVSKY HALL 52 MT AUBURN ST CAMBRIDGE,"4/5/19
11:57 AM"
OPEN,2019-04-05 12:45:00+00:00,Officer dispatched to take a report of harassment.,HARASSMENT,WASSERSTEIN HALL 1585 MASSACHUSETTS AVE CAMBRIDGE,"11/11/18 - 2:00 PM
4/4/19 - 5:00 PM"
CLOSED,2019-04-05 16:37:00+00:00,Officer dispatched to take a report of tagging/graffiti done to the side of the building.,VANDALISM,253-269 WESTERN AVE 267 WESTERN AVE ALLSTON,"4/5/19
4:30 PM - 4:50 PM"
OPEN,2019-04-05 18:28:00+00:00,"Officer dispatched to take a report of a stolen Dell Latitude laptop valued at $1,300.00, a Tumi watch valued at $100.00, 
a black Tumi backpack valued at $30.00, computer accessories valued at $40.00, $60.00 in U.S. currency, a license, and    
credit/debit cards.",THEFT REPORT,SMITH CAMPUS CENTER 1350 MASSACHUSETTS AVE CAMBRIDGE,"4/5/19
5:30 PM - 6:30 PM"
CLOSED,2019-04-06 05:50:00+00:00,"Officers dispatched to a report of an individual singing loudly for the past hour. Officers arrived and reported that the 
area was quiet. Shortly thereafter, officers reported that the individual had been located and was just singing as they   
walked down the sidewalk.",NOISE COMPLAINT,ADAMS HOUSE - CLAVERLY HALL 63 MT AUBURN ST CAMBRIDGE,"4/6/19
5:50 AM"
