Date,Day of Week,Time Reported,Type,Status,Location,Area,Description,Lat,Long
09-20-2019,5,1:01 AM,SUSPICIOUS ACTIVITY,CLOSED,93 BANKS ST,CAMBRIDGE,Officers dispatched to a report of several individuals engaged in suspicious activity. Officers arrived and reported that the individuals were gone on arrival.,42.368491,-71.1148463
09-20-2019,5,1:02 AM,NOISE COMPLAINT,CLOSED,1 WESTERN AVE NOISE COMPLAINT,CAMBRIDGE,Officers dispatched to a report of a noise complaint. Officers arrived and reported that the area was quiet.,42.3770029,-71.1166601
09-20-2019,5,6:19 AM,FRAUD,OPEN,6 MASSACHUSETTS AVE,CAMBRIDGE,Officer took a report of fraud.,42.3574583,-71.0932133
09-20-2019,5,7:56 AM,UNWANTED GUEST,CLOSED,8 STORY ST UNWANTED GUEST,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest sleeping in the alleyway near the building. Officers arrived, located the individual, and sent them on their way.",42.3739234,-71.1220834
09-20-2019,5,9:29 AM,DEMONSTRATION,CLOSED,1 OXFORD ST,CAMBRIDGE,Officers dispatched to monitor a demonstration that occurred without incident.,42.376431,-71.1169182
09-20-2019,5,11:57 AM,SUSPICIOUS CALL/TEXT/MAIL/SOCI,CLOSED,56 LINNAEAN ST,CAMBRIDGE,Officer dispatched to take a report of a suspicious e-mail.,42.3821276,-71.124845
09-20-2019,5,1:42 PM,THEFT REPORT,CLOSED,65 N HARVARD ST,ALLSTON,Officer dispatched to take a report of stolen clothing valued at $300.00 and food/beverages valued at $125.00.,42.3675687,-71.1258971
09-20-2019,5,4:01 PM,DEMONSTRATION,CLOSED,125 WESTERN AVE,ALLSTON,Officers dispatched to monitor a demonstration that occurred without incident.,42.3641094,-71.1241841
09-20-2019,5,6:03 PM,DISTURBANCE,CLOSED,10 HOLYOKE PL,CAMBRIDGE,Officers dispatched to a report of a disturbance at an event in the building. Officers arrived and located the reporting party who stated that several individuals had begun chanting then left the building shortly thereafter. Officers reported that all the individuals were gone prior to their arrival and that the event then proceeded without further incident.,42.3706508,-71.1186324
09-20-2019,5,11:47 PM,LOUD PARTY,CLOSED,21 SOUTH ST,CAMBRIDGE,Officer dispatched to a report of a loud party. Officer arrived and reported that the music would be shut off and all occupants would disperse for the night.,42.3715527,-71.1204742
09-19-2019,4,9:41 AM,FIELD INTERVIEW,CLOSED,1515 MASSACHUSETTS AVE,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest in the building. Officers arrived, located the individual, and conducted a field interview. During the field interview, the individual was run for wants/warrants with negative results and then sent on their way.",42.3769912,-71.1195567
09-19-2019,4,3:20 PM,THEFT REPORT,CLOSED,79 JFK ST,CAMBRIDGE,Officer took a walk-in report of stolen unattended and unsecured Bose headphones valued at $435.45.,42.3709808,-71.1221527
09-19-2019,4,4:53 PM,THEFT REPORT,CLOSED,48 QUINCY ST,CAMBRIDGE,"Officer took a walk-in report of a stolen unattended and unsecured Macbook Pro laptop valued at $2,200.00.",42.3757999,-71.1139077
09-19-2019,4,5:57 PM,SUSPICIOUS ACTIVITY,CLOSED,18 HARVARD YARD,CAMBRIDGE,Officers dispatched to a report of two individuals engaged in suspicious activity near the bicycle rack. Officers arrived and reported that the individuals were gone on arrival.,42.3743896,-71.1162491
09-19-2019,4,7:56 PM,ROTTERDSTREET MOTOR VEHICLE COMPLAINT,CLOSED,19 ROTTERDAM STREET MOTOR VEHICLE COMPLAINT,ALLSTON,Officers dispatched to a report of a motor vehicle complaint. Officers arrived and reported that the motor vehicle was gone on arrival.,41.749036,-71.4666448
09-19-2019,4,8:41 PM,THEFT REPORT,OPEN,1350 MASSACHUSETTS AVE,CAMBRIDGE,"Officer dispatched to take a report of a stolen yellow Specialized Hybrid bicycle valued at $1,200.00. The reporting",42.372708,-71.1188362
09-19-2019,4,10:55 PM,DISTURBANCE,CLOSED,29 OXFORD ST,CAMBRIDGE,Officers dispatched to a report of two individuals engaged in a disturbances behind the building. Officers arrived and reported that the individuals were gone on arrival.,42.3783003,-71.1170812
09-18-2019,3,12:24 AM,SUSPICIOUS ACTIVITY,CLOSED,3 JAMES ST,CAMBRIDGE,Officer dispatched to a report of a beam of light near the building. Officer arrived and reported that the light was from a construction crew in the area and all was in order.,42.3757339,-71.1231097
09-18-2019,3,12:10 PM,ASSIST CAMBRIDGE POLICE,CLOSED,19 MEMORIAL DR / DEWOLFE ST ASSIST CAMBRIDGE POLICE,CAMBRIDGE,Officer dispatched to a report of a motor vehicle accident with no personal injuries.,42.3583814,-71.0881118
09-18-2019,3,12:38 PM,UNWANTED GUEST,CLOSED,1350 MASSACHUSETTS AVE,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest in the building. Officers arrived, located the individual, and sent them on their way.",42.372708,-71.1188362
09-18-2019,3,3:58 PM,TRESPASSING,CLOSED,1350 MASSACHUSETTS AVE,CAMBRIDGE,"Officer while on patrol received a report of an individual engaged in suspicious activity in the building. Officer approached the individual and conducted a field interview. During the field interview, the individual was run for wants/warrants with negative results but did show positive results for an active trespass warning for all Harvard University property. The individual was then informed that a criminal complaint for trespassing would be sought regarding this matter and left the area.",42.372708,-71.1188362
09-18-2019,3,6:46 PM,SUSPICIOUS ACTIVITY,CLOSED,12 HARVARD YARD,CAMBRIDGE,"Officers dispatched to a report of an individual engaged in suspicious activity. Officers arrived, located the individual, and reported that all was in order.",42.3743896,-71.1162491
09-18-2019,3,7:11 PM,THEFT REPORT,CLOSED,48 QUINCY ST,CAMBRIDGE,"Officer dispatched to take a report of a stolen Apple Macbook laptop valued at $1,500.00",42.3757999,-71.1139077
09-18-2019,3,11:10 PM,ASSIST CAMBRIDGE POLICE,CLOSED,2 HOLYOKE PL,CAMBRIDGE,Officer dispatched to a report of a noise complaint. Officer and Cambridge Police arrived and reported that the music would be shut off and all occupants would disperse for the night.,42.3714851,-71.1178123
09-17-2019,2,11:33 AM,VANDALISM,CLOSED,1350 MASSACHUSETTS AVE,CAMBRIDGE,Officer dispatched to take a report of tagging/graffiti done to a wall and mirror inside of the building.,42.372708,-71.1188362
09-17-2019,2,12:53 PM,ASSIST SOMERVILLE POLICE,CLOSED,6 MASSACHUSETTS AVE,CAMBRIDGE,Officer took a walk-in report of annoying telephone calls.,42.3574583,-71.0932133
09-17-2019,2,3:43 PM,THEFT REPORT,CLOSED,900 MEMORIAL DR,CAMBRIDGE,Officer dispatched to take a report of a stolen blue Trek bicycle valued at $500.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a U-lock that was left at the scene.,42.3662518,-71.1152777
09-17-2019,2,5:10 PM,SUSPICIOUS ACTIVITY,CLOSED,3 JAMES ST,CAMBRIDGE,Officers dispatched to a report of an individual engaged in suspicious activity. Officers arrived and reported that the individual was gone on arrival.,42.3757339,-71.1231097
09-17-2019,2,7:22 PM,WARRANT,ARREST,107 AVE LOUIS PASTEUR,BOSTON,"Officer dispatched to a report of an individual engaged in suspicious activity. Officer arrived, located the individual, and conducted a field interview. During the field interview, the individual was run for wants/warrants with positive results for an active warrant. The individual was then placed under arrest for Warrant Service and transported to the Boston Police Department for booking. In addition, the individual was issued a verbal trespass warning for all Harvard University property.",42.3374553,-71.103876
09-17-2019,2,7:29 PM,TRESPASS WARNING,CLOSED,8 STORY ST TRESPASS WARNING,CAMBRIDGE,"Officers dispatched to a report of two unwanted guests causing a disturbance near the building. Officers arrived, located one individual, and conducted a field interview. During the field interview, the individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property and sent on their way.",42.3739234,-71.1220834
09-16-2019,1,7:35 AM,UNWANTED GUEST,CLOSED,8 STORY ST UNWANTED GUEST,CAMBRIDGE,"Officers dispatched to a report of an unwanted guest sleeping in front of the building. Officers arrived, located the individual, and sent them on their way.",42.3739234,-71.1220834
09-16-2019,1,2:15 PM,THEFT REPORT,OPEN,75 MT AUBURN ST,CAMBRIDGE,"Officer dispatched to take a report of a stolen HUID, gift card, license and debit/credit cards.",42.3726398,-71.1186448
09-16-2019,1,2:41 PM,THEFT REPORT,CLOSED,52 MT AUBURN ST,CAMBRIDGE,"Officer dispatched to take a report of a stolen red Marin bicycle valued at $517.00 affixed with a Go Pro bracket valued at $13.00 and a U-Shake bottle holder valued at $11.00. The reporting individual informed the officer that their bicycle was secured to a bike rack with a cable lock valued at $15.00, which was also stolen.",42.371352,-71.1173855
09-16-2019,1,2:47 PM,HARASSMENT,OPEN,21 DIVINITY AVE,CAMBRIDGE,Officer took a report of harassment.,42.3785051,-71.1147811
09-16-2019,1,3:16 PM,THEFT REPORT,OPEN,1 OXFORD ST,CAMBRIDGE,"Officer dispatched to take a report of a stolen black wallet valued at $30.00, French currency valued at $1,000.00, U.S. currency valued at $200.00, and debit/credit cards.",42.376431,-71.1169182
09-16-2019,1,8:27 PM,ASSIST CAMBRIDGE POLICE,CLOSED,44 JFK ST,CAMBRIDGE,Officer dispatched to a report of a noise complaint. Officers arrived and advised the occupants to keep the noise level,42.3723854,-71.1201591
09-16-2019,1,9:49 PM,ASSIST CAMBRIDGE POLICE,CLOSED,30 HOLYOKE ST,CAMBRIDGE,Officer dispatched to a report of a noise complaint. Officer arrived and reported that the area was quiet.,42.3715532,-71.1186479
09-16-2019,1,11:17 PM,ASSIST CAMBRIDGE POLICE,CLOSED,30 HOLYOKE ST,CAMBRIDGE,Officer dispatched to a report of a noise complaint. Officer and Cambridge Police arrived and advised the occupants to keep the noise level down.,42.3715532,-71.1186479
09-15-2019,0,12:05 AM,LOUD PARTY,CLOSED,900 MEMORIAL DR,CAMBRIDGE,Officers dispatched to a report of a loud party. Officers arrived and reported that the music would be turned down for the evening.,42.3662518,-71.1152777
09-15-2019,0,1:16 AM,LOUD PARTY,CLOSED,32 MILL ST,CAMBRIDGE,Officers dispatched to a report of a loud party. Officers arrived and reported that the party was shut down.,42.3702025,-71.1191008
09-15-2019,0,1:29 AM,ASSIST BOSTON POLICE,CLOSED,19 N HARVARD ST / WESTERN AVE ASSIST BOSTON POLICE,ALLSTON,"Officer dispatched to a report of an abandoned motor vehicle that had struck a utility pole. Officer arrived, searched the area for the occupants of the motor vehicle, and reported that they were gone on arrival.",42.3646446,-71.1189057
09-15-2019,0,8:02 AM,DISTURBANCE,CLOSED,1350 MASSACHUSETTS AVE,CAMBRIDGE,Officer dispatched to a report of two individuals arguing in front of the building. Officer arrived and reported that all was in order.,42.372708,-71.1188362
09-15-2019,0,5:15 PM,ASSIST CAMBRIDGE POLICE,CLOSED,19 GARDEN STREET / MASON STREET ASSIST CAMBRIDGE POLICE,CAMBRIDGE,Officer dispatched to take a report of a motor vehicle accident with no personal injuries.,42.3779661,-71.1234157
09-15-2019,0,5:35 PM,TRESPASS WARNING,CLOSED,8 STORY ST TRESPASS WARNING,CAMBRIDGE,"Officers dispatched to a report of several unwanted guests possibly engaged in drug related activity in front of the building. Officers arrived, located three individuals, and conducted a field interview. During the field interview, the individuals were run for wants/warrants with negative results. The individuals were then issued verbal trespass warnings for all Harvard University property and sent on their way.",42.3739234,-71.1220834
09-15-2019,0,8:02 PM,THEFT REPORT,OPEN,39 HOLYOKE ST,CAMBRIDGE,Officer dispatched to take a report of stolen U.S. currency valued at $100.00.,42.3713565,-71.1194069
09-15-2019,0,9:34 PM,THEFT REPORT,CLOSED,8 MILL ST,CAMBRIDGE,Officer dispatched to take a report of a stolen blue Giant bicycle valued at $400.00. The reporting individual informed the officer that their bicycle was secured to the bike rack with a cable lock that was damaged and left at the scene.,42.3700294,-71.1172936
09-15-2019,0,10:42 PM,/ PUTNST ASSIST CAMBRIDGE POLICE,CLOSED,19 MT AUBURN ST / PUTNAM ST ASSIST CAMBRIDGE POLICE,CAMBRIDGE,Officer while on patrol assisted Cambridge Police with placing an individual under arrest.,42.3707488,-71.1146796
09-15-2019,0,11:16 PM,DISTURBANCE,CLOSED,14 APPIAN WAY,CAMBRIDGE,Officers dispatched to a report of a disturbance between two individuals. Officers arrived and reported that both individuals were gone on arrival.,42.3754134,-71.1212954
09-14-2019,6,12:03 AM,LOUD PARTY,CLOSED,10 HOLYOKE PL,CAMBRIDGE,Officers dispatched to a report of a loud party. Officer arrived and reported that the party had already been shut down prior to their arrival.,42.3706508,-71.1186324
09-14-2019,6,10:41 AM,TRESPASS WARNING,CLOSED,971 MEMORIAL DR,CAMBRIDGE,"Officer while on patrol observed two unwanted guests engaged in possible drug related activity. Officer approached the individuals and conducted a field interview. During the field interview, the individuals were run for wants/warrants with negative results. The individuals were then issued verbal trespass warnings for all Harvard University property and sent on their way.",42.3694235,-71.122126
09-14-2019,6,11:56 AM,THEFT REPORT,OPEN,45 BOW ST,CAMBRIDGE,"Officer dispatched to take a report of a stolen black Zara jacket valued at $100.00, a black wallet valued at $20.00, $40.00 in U.S. currency, and a debit card.",42.3715727,-71.1168872
09-14-2019,6,3:43 PM,ASSIST CAMBRIDGE POLICE,CLOSED,19 HARVARD ST / LEE ST ASSIST CAMBRIDGE POLICE,CAMBRIDGE,Officer dispatched to take a report of an armed robbery.,42.3723356,-71.1152843
09-14-2019,6,4:46 PM,UNWANTED GUEST,CLOSED,52 MT AUBURN ST,CAMBRIDGE,Officers dispatched to a report of an individual engaged in suspicious activity. Officers arrived and reported that the individual fled the immediate area upon their arrival.,42.371352,-71.1173855
09-14-2019,6,11:04 PM,UNWANTED GUEST,CLOSED,2 ARROW ST,CAMBRIDGE,Officers dispatched to a report of an intoxicated individual refusing to leave the area. Officers arrived and reported that the individual was gone on arrival.,42.3708165,-71.1145363
09-14-2019,6,11:12 PM,THEFT REPORT,CLOSED,20 FERNALD DR,CAMBRIDGE,Officer dispatched to take a report of an attempted unlawful breaking and entering into an apartment.,42.3831926,-71.1259861
09-13-2019,5,1:31 AM,FIRE,CLOSED,95 PRESCOTT ST,CAMBRIDGE,"Officer dispatched to a report of an active fire alarm in the building. Officer arrived and reported that Cambridge Fire was on scene. Upon consultation with Cambridge Fire, officer reported that a fire ignited in an oven and was extinguished by an occupant shortly thereafter. Officer reported that the fire caused damage to the oven and that Cambridge Fire ventilated the necessary area and deemed the building safe for re-entry a short time later.",42.3749324,-71.1136772
09-13-2019,5,2:02 AM,SUSPICIOUS ACTIVITY,CLOSED,11 DIVINITY AVE,CAMBRIDGE,Officers dispatched to a report of a loud banging noise behind the building. Officers arrived and reported that the area was quiet and all appeared to be in order.,42.3781965,-71.1149303
